Artist,Title,Year,Instrument,Genre,ID,Danceability,Energy,Valence,Tempo,Duration_MS
DJ Rashad,"Drank, Kush, Barz",2013,Drums,Electronic / Dance,7frvgyqesW0GKhr1Iw2i6H,,,,,
Pizzicato Five,This Can't Be Love (Soft Landing on the Moon Version),1990,Drums,Hip-Hop / Rap / R&B,,,,,,
Delerium and Mediæval Bæbes,Aria,2000,Drums,Electronic / Dance,,,,,,
Danny Breaks,For the Thinking Positive Crew,1993,Drums,Electronic / Dance,,,,,,
Dread & the Bald Head,Wicked Piece a Tune,1995,Drums,Electronic / Dance,,,,,,
Shy FX,Gangsta Kid,1995,Drums,Electronic / Dance,6bFSjdbVlm4FQeqUO6hwGe,,,,,
Mark Summers,Party Children,1990,Drums,Electronic / Dance,,,,,,
Squarepusher,Planetarium,2006,Multiple Elements,Electronic / Dance,17aio5mSLBL4hRmVNjXrqf,,,,,
The Opposites,Wat Staar Je,2005,Drums,Hip-Hop / Rap / R&B,,,,,,
Norman Cook,Prince of the Beats,1990,Drums,Other,5NsWjzaJ5iSDpILcbhMd4A,,,,,
Babymetal,Awadama Fever,2015,Drums,Rock / Pop,27RT1DvqAhRE1Gx4TT0mmU,,,,,
Etherwood,Amen Roadtrip,2015,Drums,Electronic / Dance,,,,,,
Nine Inch Nails,The Perfect Drug (Meat Beat Manifesto Remix),1997,Drums,Electronic / Dance,,,,,,
Baz Luhrmann,Everybody's Free (To Wear Sunscreen),1998,Drums,Spoken Word,,,,,,
Krome & Time,Ganja Man,1994,Drums,Electronic / Dance,2hzSf4vd4PI2ALn3RW8Sda,,,,,
TCY Force,Beverly Hills Cock,2010,Drums,Soundtrack,,,,,,
Jun Senoue,Digital Circuit,2005,Drums,Soundtrack,5HpYlmzjc8AhAxtYymCObg,,,,,
Flipper's Guitar,Groove Tube,1991,Drums,Rock / Pop,7dNzQ9xzPm21lyx145fShu,,,,,
Tom and Jerry,Physics,1992,Multiple Elements,Electronic / Dance,,,,,,
Freedom of Speech,Zerschmou I Dr Mundart,1992,Multiple Elements,Hip-Hop / Rap / R&B,3rJsrukzVPRSp6ERVKQVrb,,,,,
Baby D,(Everybody's Got to Learn Sometime) I Need Your Loving,1995,Drums,Electronic / Dance,2RwE5TvCIzo3RzNhboo4cp,,,,,
Daedelus,Speeds,2015,Drums,Soundtrack,1iNxWqC7SXMKbcoyfeoB7F,,,,,
Cornelius,Magoo Opening,1997,Drums,Electronic / Dance,1ngP47294lb4XBD0z3eGkf,,,,,
Chad Jackson,High on Life (Live From Manchester),1990,Drums,Hip-Hop / Rap / R&B,,,,,,
Tomoya Ohtani,Vs. Orcan & Skullian,2010,Drums,Soundtrack,,,,,,
Leftfield,Open Up,1993,Drums,Electronic / Dance,41hCnS3oNBTjX7NOpvkTZK,,,,,
Luke Vibert,Back With Me,2017,Drums,Electronic / Dance,2OyjtW01Dh71tPCrIVzVrX,,,,,
Michael Whiteline,Cocaine,1993,Drums,Electronic / Dance,,,,,,
KMFDM,Son of a Gun,1996,Drums,Electronic / Dance,5TZl1w19JzYVaINY5llyZW,,,,,
Redshift,The Vision,2017,Drums,Electronic / Dance,,,,,,
Don Diablo,Tonight,2015,Drums,Electronic / Dance,1kWDwbwMtrKMoKql0hl418,,,,,
Wickaman and RV,Deep Throat,2009,Drums,Electronic / Dance,,,,,,
Dillinja,Baby Your,1995,Drums,Electronic / Dance,,,,,,
Jaret Reddick,Endless Possibility,2009,Drums,Soundtrack,,,,,,
SL2,Drumbeats,1992,Drums,Electronic / Dance,,,,,,
Uranium (Hardcore),Rippin' Off Wax,1996,Drums,Electronic / Dance,,,,,,
Dread & the Bald Head,Twenty Four Seven,1995,Drums,Electronic / Dance,,,,,,
Abstract Illusion,Lo Fi Selassi I,2017,Drums,Electronic / Dance,,,,,,
Jebroer and Anita Doth,Marathon,2017,Drums,Electronic / Dance,,,,,,
μ-Ziq,Phiesope,1995,Drums,Electronic / Dance,,,,,,
Bay B Kane,Watch the Danger,1993,Drums,Electronic / Dance,,,,,,
Sticks and Delic,Tot Zo,2007,Drums,Hip-Hop / Rap / R&B,1GdGjfZnzE2kDGEzze6ncH,,,,,
Bassnectar and ATLiens,Interlock,2017,Drums,Electronic / Dance,,,,,,
Kenta Nagata,White Out,1998,Drums,Soundtrack,,,,,,
Wedlock (Hardcore),Ruffneck (Sound of the Drum & the Bass),1996,Drums,Electronic / Dance,,,,,,
Schoolly D,How a Black Man Feels,1991,Drums,Hip-Hop / Rap / R&B,4PL5bsy589w2UuvxFgIFSE,,,,,
Bluetech,Leaving Babylon,2003,Drums,Electronic / Dance,0smFApZAxjR0ylOWX0sfzJ,,,,,
Armand Van Helden,Ultrafunkula (Ganja Kru Remix),1997,Drums,Electronic / Dance,,,,,,
Bomfunk MC's,Fashion Styley,1999,Drums,Hip-Hop / Rap / R&B,,,,,,
Bay B Kane,Addictive,1994,Drums,Electronic / Dance,6L7wRKTI1VX60Ig4l6ggDR,,,,,
Venetian Snares,Good Jungle,2001,Drums,Electronic / Dance,,,,,,
Klute,Hell Hath No Fury,2005,Drums,Electronic / Dance,0NDbRTOz53xB9d9fZ53SWU,,,,,
DJ Fresh and TC,Make U Bounce,2014,Drums,Electronic / Dance,,,,,,
Kid Lib,Blue Dreamers,2017,Drums,Electronic / Dance,7fCVsfMZVUaHLmT0ljU7Ai,,,,,
Sean Callery and Jeff Tymoschuk,Rooftop Bike Chase,2004,Drums,Soundtrack,,,,,,
Slacker (2),Amen to the Lonely,2017,Drums,Electronic / Dance,1SVw6Jy36gHrPg6zxrFYA2,,,,,
Scooter,All I Wanna Do,2004,Drums,Electronic / Dance,5xTjiCSlRAiWPfpDWKymdm,,,,,
Venetian Snares,Eurocore MVP,2008,Drums,Electronic / Dance,3ovIMzvCeRaVr3ABCW6lpv,,,,,
Trials X,Przestroga,1995,Drums,Hip-Hop / Rap / R&B,1JY6ZBKII3MPdOO17BVmxX,,,,,
Young Zee and Mr. Green,Hometown,2012,Drums,Hip-Hop / Rap / R&B,,,,,,
Tomosuke Funaki,It's a Small World [Ducking Hardcore Mix],2000,Drums,Electronic / Dance,,,,,,
Krome & Time,The License,1994,Drums,Electronic / Dance,2BvhKSJXI4COAobJSfkcH1,,,,,
Stetly,A Touch of Love,1993,Drums,Electronic / Dance,,,,,,
Bay B Kane,Def Meaning Life,1993,Drums,Electronic / Dance,,,,,,
AFX,Mangle 11 (Circuit Bent V.I.P Mix),2003,Drums,Electronic / Dance,,,,,,
General Degree,Papa Lover (The Dark Remix),1995,Drums,Electronic / Dance,,,,,,
The JB (Drum & Bass),Simpin,1994,Drums,Electronic / Dance,,,,,,
The Quick Brown Fox,Break,2008,Drums,Electronic / Dance,,,,,,
Hoso-Q,Show Me What You've Got! (Stage Boss),1995,Drums,Soundtrack,,,,,,
Special Request,Broken Dreams,2013,Drums,Electronic / Dance,70uAS8tfLqQAVdun4V6au8,,,,,
Sandu Ciorba,Pe Cimpoi,2013,Drums,Electronic / Dance,,,,,,
M-Flo,Starstruck,2004,Drums,Rock / Pop,4pL9YdPwIJce53U1J1NAUC,,,,,
DJ NB,Nocturnal Entity,2018,Drums,Electronic / Dance,6vlY2atCmzMmTxSTuKf3V6,,,,,
Amen Andrews,Amen Renegade,2003,Drums,Electronic / Dance,,,,,,
Party Animals,Aquarius,1996,Drums,Electronic / Dance,6mVnMXsJ4UxdfDM3rPHZ2Q,,,,,
Garfield (Euro House),Party of Love,1995,Drums,Electronic / Dance,,,,,,
AQXDM,Aegis,2018,Drums,Electronic / Dance,4syg9uM8WOzTlKCsBu8JGs,,,,,
Hoso-Q,Stereo Type (Grand Canyon Stage),1995,Drums,Soundtrack,,,,,,
Renard,Got My Pony Spam for You,2011,Drums,Electronic / Dance,,,,,,
Myro and Bar 9,Take Me Up,2017,Drums,Electronic / Dance,,,,,,
Kid Lib,That Special Way,2017,Drums,Electronic / Dance,0zzKUBzucKBAn4isCWwn4n,,,,,
Shut Up and Dance,Derek Went Mad,1991,Drums,Electronic / Dance,4RBlkH6SiaQfWW6tOKR0SW,,,,,
X-Static,My Inspiration (Bjarki Sweetest Thing Version),2017,Drums,Electronic / Dance,,,,,,
The Dream Team,Stamina,1994,Drums,Electronic / Dance,28VHnWUVgmcexGYcep53gA,,,,,
III Most Wanted,Lights Out,1989,Drums,Hip-Hop / Rap / R&B,,,,,,
DJ Seduction,Drop the Bass,1994,Drums,Electronic / Dance,5KnbbDmCuFzmN1kF9AhJFH,,,,,
Seba,Snow,2009,Drums,Electronic / Dance,1dUuDjheclIEwRYxTdDAz0,,,,,
Johnny Jungle,Johnny '94 (Origin Unknown Remix),1994,Drums,Electronic / Dance,1yUS06okUhcvJ4VyEIp7uM,,,,,
DJ Format,Vinyl Overdose,1997,Drums,Hip-Hop / Rap / R&B,2mmhLqTdQzSmcOCzmkvyeH,,,,,
Flamman & Abraxas,I'll Be Your Only Friend,1997,Drums,Electronic / Dance,1TKeopxy7jreUjq50qYTm8,,,,,
Nitro Fun and Hikeii,Over,2017,Drums,Electronic / Dance,,,,,,
Source Direct,Secret Liaison,1996,Drums,Electronic / Dance,,,,,,
Ecotone,Arachnophobia,2017,Drums,Electronic / Dance,2JBnTphrByUHZ8KnmYo7kz,,,,,
Slipmatt,Breaking Free,1994,Drums,Electronic / Dance,6IRt1vOT1AyMpmhfTZLDy8,,,,,
The Invisible Man (2),The Bell Tune,1994,Drums,Electronic / Dance,,,,,,
Rebel MC,Jahovia,1992,Drums,Reggae,,,,,,
Hoso-Q,Scorchers (German Naval Port Stage),1995,Drums,Soundtrack,,,,,,
Objekt,Tinderbox,2010,Drums,Electronic / Dance,1kNucZGh5ppRMFV3IJs4vi,,,,,
Tomoya Ohtani,Boss - Deep Core,2007,Drums,Soundtrack,,,,,,
Lemon D,This Is Los Angeles,1996,Drums,Electronic / Dance,,,,,,
Yoko Kanno and The Seatbelts,The Real Man,1999,Drums,Electronic / Dance,,,,,,
Trials X,Da P-Arty (Mix),1995,Drums,Hip-Hop / Rap / R&B,4GbyX62FVhmGGXBPHPtQCF,,,,,
Tinie Tempah,Mosh Pit,2013,Drums,Hip-Hop / Rap / R&B,,,,,,
Freestylers,Breaker Beats Part 2,1998,Multiple Elements,Hip-Hop / Rap / R&B,,,,,,
Ciara,Jackie (B.M.F.),2015,Drums,Hip-Hop / Rap / R&B,2rwMCcDl8p9UpwAA909aXD,,,,,
DJ NB,Equal Sides Negative,2016,Drums,Electronic / Dance,34Ujo05GP1PRdqr67aL6iP,,,,,
Distorted Minds,Visions,2011,Drums,Electronic / Dance,,,,,,
Assassin,La Formule Secrète II: Le Retour!,1992,Drums,Hip-Hop / Rap / R&B,,,,,,
Tom and Jerry,Dancer,1994,Drums,Electronic / Dance,,,,,,
Squarepusher,Go! Spastic,2001,Drums,Electronic / Dance,66e60hwpUnBUKwNT3YzZsR,,,,,
Venetian Snares,My Love Is a Bulldozer,2014,Drums,Electronic / Dance,0a7PdUv8mMOukDZCJWw1HQ,,,,,
Noisia,Fade to Grey (Noisia Remix),2005,Drums,Electronic / Dance,,,,,,
Dave Rodgers and Mega NRG Man,Night Fever,1998,Drums,Electronic / Dance,,,,,,
A-Sides,Crazy VIP,2001,Drums,Electronic / Dance,,,,,,
Conroy Smith,Dangerous Jungle,1995,Drums,Electronic / Dance,,,,,,
Venetian Snares,Második Galamb,2005,Drums,Electronic / Dance,3dua8cW1gBkty4H2Ifvkv7,,,,,
mrSimon,GAYCORE,2008,Drums,Electronic / Dance,,,,,,
Rebel MC,Comin' on Strong,1991,Drums,Electronic / Dance,,,,,,
MatthewDavid,Slipppin',2018,Drums,Hip-Hop / Rap / R&B,0W9v5aTJ6dFWfnODolAZDJ,,,,,
Anna Lunoe and Sleepy Tom,Stay Awake (YehMe2 Remix),2017,Drums,Electronic / Dance,,,,,,
Syndakit,Helium Crew Anthem 2,2015,Drums,Soundtrack,31N6td8SdSYNGQNpSKH1W3,,,,,
Twisted Anger,Dread Come 2 Conquer,2000,Drums,Electronic / Dance,,,,,,
Squarepusher,I Wish You Could Talk,2001,Drums,Electronic / Dance,2Nho8rhto2Lxxoc7Eulo2g,,,,,
DJ NB,The Dimension of Hungry Ghosts,2018,Drums,Electronic / Dance,7jAxF5Dc3V5cURIpbsI1ul,,,,,
Venetian Snares,Posers and Camera Phones,2010,Drums,Electronic / Dance,28oUDWlGIdjQKMJTbxNIu8,,,,,
John B,Sight Beyond,1998,Drums,Electronic / Dance,4ypb6OMrUQvYsKLzfcO55C,,,,,
The Terrorist,The Chopper,1996,Drums,Electronic / Dance,,,,,,
Club Dogo,Butta via Tutto,2006,Drums,Hip-Hop / Rap / R&B,2HbV6WmR5nrySijUbggjHt,,,,,
Hanzel Und Gretyl,Trance Planet Vortex,1997,Drums,Electronic / Dance,,,,,,
Quarta330,The Fairies Homecoming,2017,Drums,Electronic / Dance,,,,,,
DJ NB,Archetype,2017,Drums,Electronic / Dance,2PKkXhBADGtPVLDaKHFpdR,,,,,
Dead Dred,Dred Bass,1994,Drums,Electronic / Dance,,,,,,
J Majik,Arabian Nights,1995,Drums,Electronic / Dance,1fhERBTwoY7p9BrE4ytLlq,,,,,
Bad Company UK,The Voice,2001,Drums,Electronic / Dance,54TwML5d9BfANhkEfMf7Bb,,,,,
Thug Life,Street Fame,1994,Drums,Hip-Hop / Rap / R&B,1xyal7dajYvQnNGwanMXZN,,,,,
DJ Marky and Makoto,Konfused,2013,Drums,Electronic / Dance,,,,,,
Cranky,To the Heaven (Driven Beat Re3 Mix),2003,Drums,Electronic / Dance,7fGG5mx1iQUWzABKo2Qobq,,,,,
Tim Exile,Silicon Chop,2005,Drums,Electronic / Dance,,,,,,
Wagon Christ,Lovely,1998,Drums,Electronic / Dance,,,,,,
Dolphin,Дилер,1997,Drums,Hip-Hop / Rap / R&B,,,,,,
Prisoners of Technology,The Trick of Technology,1996,Drums,Electronic / Dance,0keD61OMJUgYsqX331A8YH,,,,,
K.C.F. Productions,Taken to Heart,1991,Drums,Hip-Hop / Rap / R&B,,,,,,
UFO!,It's a Trap (SPL Remix),2013,Drums,Electronic / Dance,,,,,,
DMVU,Tha Acid Is 2 Loud,2017,Drums,Electronic / Dance,3Re9jnAh1D6pDSVouKjxpX,,,,,
DJ Shadow,Beat for Paris,2008,Drums,Electronic / Dance,,,,,,
Jimmy J & Cru-L-T,Take Me Away,1994,Drums,Electronic / Dance,5BE9x3ys6HUltdhxjM4kge,,,,,
Breakage,Foundation,2010,Drums,Electronic / Dance,4EfIM8mw8ZheHQA2W20Hfd,,,,,
The Chainsmokers,You Owe Me (Nonsens Remix),2018,Drums,Electronic / Dance,3owbWlM89q53TbnMPJTpnh,,,,,
Remarc,Sound Murderer,1994,Drums,Electronic / Dance,2YcHTd9zrEHLKpZwOW1bst,,,,,
Photek,Complex,1995,Drums,Electronic / Dance,,,,,,
Success - N - Effect,Roll It Up (Fat Mix),1989,Drums,Hip-Hop / Rap / R&B,,,,,,
Strahinja Arbutina,Weekend Warrior,2017,Drums,Electronic / Dance,0p61rhCqS3THl9AdLZw7yZ,,,,,
Drumsound & Bassline Smith,Close,2011,Drums,Electronic / Dance,1JWCqMGvA0ugU71LAq8NFU,,,,,
Cantankerous,Rasta Yout,1994,Drums,Electronic / Dance,,,,,,
Chase & Status,Hurt You,2007,Drums,Electronic / Dance,2QYmFZvdBh4tivUK3CCAsw,,,,,
Prince Ital Joe,Babylon (Loop! Remix),1995,Drums,Electronic / Dance,,,,,,
Venetian Snares,Who Wants Cake?,2010,Drums,Electronic / Dance,65cSljjhI7WIdOLzCvmWyK,,,,,
DJ NB,Precious Materials,2017,Drums,Electronic / Dance,3wepLyth0Az6qQXVuJaLWj,,,,,
Redondo and Junior J,Exhale,2017,Drums,Electronic / Dance,,,,,,
The Fat Controller,In Complete Darkness,1993,Drums,Electronic / Dance,,,,,,
The Mad Capsule Markets,Midi Surf,1999,Drums,Rock / Pop,,,,,,
DJ Red Alert & Mike Slammer,Fucking Hardcore,1993,Drums,Electronic / Dance,,,,,,
Lemon D,Manhattan Melody,1995,Drums,Electronic / Dance,68Cz5vczQj5QO8IdIAz0Sv,,,,,
Bladerunner,Jungle Jungle,2017,Drums,Electronic / Dance,3hr3K3lgsuXWJsmOaZKABs,,,,,
Johnny Jungle,Flammable,1993,Drums,Electronic / Dance,1Pw5s3FOtVq6smFhIPO40Q,,,,,
Venetian Snares,Fuck Toronto Jungle,2002,Drums,Electronic / Dance,1l2kj71gRmWYYtrkyZKfzV,,,,,
B.G. The Prince of Rap,Take Control of the Party,1991,Drums,Hip-Hop / Rap / R&B,5fxbOsSdQIoSziwhr4AlLx,,,,,
Highlander,Hold Me Now,1995,Drums,Electronic / Dance,7sfXEBz8ZTvGgtnjCP4iKH,,,,,
Nelly Furtado,I Will Make U Cry,2000,Drums,Rock / Pop,0HRBHLgez9ROPE8LTLWC6y,,,,,
VAPERROR,Error on the Dance Floor,2016,Drums,Electronic / Dance,2IQg6U9vDsMfT7zPpufFZg,,,,,
Squarepusher,Smedleys Melody,1996,Drums,Electronic / Dance,,,,,,
Kumarachi,Back to You,2017,Drums,Electronic / Dance,36T2JnG1BS8qqPJ1gZZEq0,,,,,
Squarepusher and AFX,Freeman Hardy & Willis Acid,1998,Drums,Electronic / Dance,,,,,,
Mitchie M,アゲアゲアゲイン (Ageage Again),2013,Drums,Rock / Pop,,,,,,
Shogun (Drum & Bass),Nautilus,1996,Drums,Electronic / Dance,,,,,,
Fader Gladiator,Battle of the Planets,1997,Drums,Electronic / Dance,,,,,,
TEMPLA,Fracture,2012,Drums,Electronic / Dance,4dqRMqjRLJ8A0kb8Av9UuQ,,,,,
Nookie,Give a Little Love (94 Lick),1995,Drums,Electronic / Dance,1eC3fPyGTOiA412PR740SO,,,,,
Atari Teenage Riot,Deutschland Has Gotta Die!,1996,Drums,Electronic / Dance,47Zz3EjLwgwxbadiQg5rPr,0.27,0.973,0.133,173.826,171360.0
Renard,Terminal,2009,Drums,Electronic / Dance,,,,,,
4lung,F#​%​K COLLEGE I'M JUST GONNA STAY HOME AND HAVE GAY SEX ALL DAY,2016,Drums,Electronic / Dance,,,,,,
Squarepusher,Rustic Raver,1997,Drums,Electronic / Dance,2VaPdxNJ9p5tOKHeTtCFVc,0.65,0.949,0.665,173.179,308333.0
Krome & Time,The Slammer,1993,Drums,Electronic / Dance,1WdsGYSYFuh0hqzd3v5ERu,0.64,0.98,0.612,153.786,370574.0
Aquarius,Dolphin Tune,1994,Drums,Electronic / Dance,,,,,,
The Ganja Kru,No Fear,1997,Drums,Electronic / Dance,,,,,,
Krinjah,Squeeze (Remix),2004,Drums,Electronic / Dance,,,,,,
Cirrus,Break In,1998,Drums,Electronic / Dance,5IlwLYrfOVMf2ITB3dEH0o,0.701,0.968,0.441,110.08,327107.0
DJ Red Alert & Mike Slammer,Ganja Man,1993,Drums,Electronic / Dance,6ZTyJPrQnX45XfUCGbRit1,0.581,0.925,0.421,169.985,346587.0
XRS and Gilberto Gil,Dia De Sol (Drumagick Remix),2007,Drums,Electronic / Dance,,,,,,
DJ Nut Nut,Set My Mind Free,1994,Drums,Electronic / Dance,,,,,,
Lee Bannon,MFS-4,2015,Drums,Electronic / Dance,2EghlR0ewvYvO60k2ZWR0m,0.397,0.906,0.651,139.978,177175.0
Synkro,Dub Specialist,2008,Drums,Electronic / Dance,67u8jPiRfKAG0dIumsNcwo,0.598,0.853,0.446,139.867,315265.0
Tellurian,Booster Activated,1993,Drums,Electronic / Dance,,,,,,
Foul Play,Open Your Mind,1993,Drums,Electronic / Dance,590ufcrzLAEZXGKGp0Z3SM,0.509,0.831,0.653,154.905,313098.0
Culture Beat,I Like You (London Mix),1990,Drums,Electronic / Dance,4KKI5AjdG1TNIiq1urLMSB,0.773,0.517,0.219,124.882,396467.0
DJ Rap,Digable Bass,1994,Drums,Electronic / Dance,3yFBE4JahDkGjoqGEaHG3o,0.451,0.96,0.0841,174.983,274286.0
Nookie,Gonna Be Alright,1993,Drums,Electronic / Dance,1KerroJ1M5IwUEAYSf4XFC,0.717,0.881,0.683,151.833,283147.0
Jonas Friedlich,Praise Your Name,2016,Drums,Electronic / Dance,,,,,,
John B,Secrets,1998,Drums,Electronic / Dance,00ugB3OdlwHVgj8uS9zPSE,0.468,0.904,0.0459,172.662,535568.0
Ellis Dee,Dance Factor,1992,Drums,Electronic / Dance,,,,,,
Duran Duran Duran,I Hate the 80s,2005,Drums,Electronic / Dance,3Kcreme8O5pba2FsGb6qaX,0.733,0.914,0.739,134.012,148387.0
Karia Nomoto,Jiyūdo.,2006,Multiple Elements,Electronic / Dance,,,,,,
DJ Hype,Dawn of the Fever,1994,Drums,Electronic / Dance,5zgWvocj3jBk60pDudG8mT,0.62,0.948,0.893,159.759,342261.0
Pariah,Railroad,2010,Drums,Electronic / Dance,1VnFe38LD8i4fc808Zut6W,0.637,0.805,0.546,129.889,215889.0
DJ Paypal,Over,2013,Drums,Electronic / Dance,4AuVbJX9gD4Ibq5njJMLng,0.537,0.899,0.482,160.024,255000.0
Weyheyhey !! and Techdiff,Little Batty Foo Foo,2013,Drums,Electronic / Dance,,,,,,
Technical Itch,Elevation,2003,Drums,Electronic / Dance,5dIvPJtVJzhRFIseijpV2H,0.277,0.922,0.206,113.885,471330.0
Duran Duran Duran,Manrammer,2005,Multiple Elements,Electronic / Dance,4TlsFT91NGUXLm53djFjIG,0.564,0.996,0.198,165.388,276880.0
Hive,Inside the Hive,1998,Drums,Electronic / Dance,,,,,,
Lennie De Ice and Deep Cover (2),Kuf,1994,Drums,Electronic / Dance,,,,,,
S.F.C.,Suplex 2 Mind,1990,Drums,Hip-Hop / Rap / R&B,6cwFmZWfogjfApzjUPvlM0,0.899,0.606,0.923,104.342,291875.0
The Urban Tribe,Stop Buss It,1995,Drums,Electronic / Dance,,,,,,
Enter Shikari,Interlude 3,2007,Drums,Rock / Pop,,,,,,
Charly Lownoise and Mental Theo,This Christmas,1995,Drums,Electronic / Dance,0s0ZGA57bdw7r1IOussE96,0.552,0.893,0.253,165.18,244627.0
Damage Inc.,Turn Around,1995,Drums,Electronic / Dance,6XeysCqewfc6VgDbrNE4rA,0.616,0.953,0.386,160.01,356547.0
Sigma,Nobody to Love (Sigma's Future Jungle Mix),2014,Drums,Electronic / Dance,,,,,,
DJ Playstation,Floating Museum,2018,Drums,Electronic / Dance,3ZyHalps2521HaIK7EuRzn,0.593,0.936,0.115,146.968,294066.0
Basehead,Brand New Day,1991,Drums,Hip-Hop / Rap / R&B,,,,,,
Babymetal,Catch Me if You Can,2015,Drums,Rock / Pop,2ZTzH7hpfhXSxpiiSeLsCq,0.368,0.97,0.13,180.114,233947.0
Black Sun Empire,Arrakis,2004,Drums,Electronic / Dance,4g8rmYev868FYFUh3XfS6V,0.5,0.864,0.0637,173.95,375603.0
DJ NB,Crack the Codeine,2017,Drums,Electronic / Dance,3sRRegVkCgXsTNw4bLbpkQ,0.581,0.886,0.754,159.01,246510.0
Amen Andrews and Spac Hand Luke,Screwface (Marked for Death),2006,Drums,Electronic / Dance,,,,,,
Hokusai,Black Rose,1996,Drums,Electronic / Dance,,,,,,
Del the Funky Homosapien and Tame One,Cheap Thrills,2009,Drums,Hip-Hop / Rap / R&B,,,,,,
Nasty Habits,4 Da Cause,1997,Drums,Electronic / Dance,33FQMTnyirIXer0yzDZiiM,0.711,0.536,0.444,173.883,479640.0
Brothers in Crime,How Deep Is Your Love,1995,Drums,Electronic / Dance,3LgEAdpFWaTq9dwPr4QMZd,0.532,0.859,0.482,167.34,264107.0
Nu:Tone,Broken,2011,Drums,Electronic / Dance,56suHL8lggKP6WIqZDWtvB,0.547,0.832,0.141,87.501,283520.0
Gang Related and Mask,Oh My Gosh!,1995,Drums,Electronic / Dance,,,,,,
Renard,(More Than) Deer to Me (Renard's LAST USE OF THIS ACAPELLA Remix),2012,Drums,Electronic / Dance,,,,,,
Omni Trio,Renegade Snares (Foul Play Remix),1993,Drums,Electronic / Dance,,,,,,
Ellis Dee,One for the Ladies,1994,Drums,Electronic / Dance,,,,,,
S.P.Y,By Your Side,2010,Drums,Electronic / Dance,4fqCqRnxLD86AKDlY8svMX,0.354,0.507,0.0362,174.987,433371.0
Aziatic,Let the Mic Flow,1990,Drums,Hip-Hop / Rap / R&B,,,,,,
Daedelus,Castle,2014,Drums,Electronic / Dance,,,,,,
Mariko Nanba and Tomoya Ohtani,Wave Ocean ~The Water's Edge~,2006,Drums,Soundtrack,,,,,,
Randall and Andy C,Sound Control,1994,Drums,Electronic / Dance,4ijuxO7bIFKUqY38yvtXPX,0.584,0.533,0.477,159.688,368597.0
Balzac,Paradox,2009,Drums,Rock / Pop,02DRFH03xvXNZllPfGPzFH,0.318,0.986,0.418,170.129,245813.0
Geto Boys,One Time Freestyle,1988,Drums,Hip-Hop / Rap / R&B,7BUiDoXJIppKWRoCiLiGkH,0.841,0.86,0.471,105.088,207600.0
Tuff Crew,Show 'Em Hell,1989,Drums,Hip-Hop / Rap / R&B,4ApbZV2tdjsLZdYzQ9H9yU,0.804,0.908,0.259,116.224,166560.0
4lung,"Distracted by an Urgent Phone Call, Four Jillian Lung Suffers a Concussion",2017,Drums,Electronic / Dance,,,,,,
The Urban Tribe,Robbo-T,1995,Drums,Electronic / Dance,,,,,,
Noisekick,Het Deed Pijn,2012,Drums,Electronic / Dance,5CSH3DTqCWUpIsBND8Y7rQ,0.473,0.985,0.478,137.485,259493.0
Scale and Parallel,From Machines With Love,2017,Drums,Electronic / Dance,,,,,,
Jungle Terrorists,Smoker,1994,Drums,Electronic / Dance,,,,,,
Aphrodite,Bomber,1995,Drums,Electronic / Dance,6HPJUPHW0YPvxubUewnOeg,0.571,0.84,0.412,173.523,331880.0
The Urban Tribe,7 Miles,1995,Drums,Electronic / Dance,,,,,,
Wots My Code,Dubplate,1992,Drums,Electronic / Dance,0xQAYwjDa9B3gJROWf9wVF,0.575,0.983,0.531,172.056,389062.0
DJ Fresh and Pendulum,Kingston Vampires,2004,Drums,Electronic / Dance,,,,,,
Vinylgroover,Beggin for More,1999,Drums,Electronic / Dance,,,,,,
4lung,IT'S 2016 AND CARAMELLDANSEN STILL GOES THE FUCK OFF,2016,Drums,Electronic / Dance,,,,,,
Too Smooth Christ,L'Ilot Aux Chats,2017,Drums,Electronic / Dance,,,,,,
Duran Duran Duran,Year of the Monkey,2005,Drums,Other,3y6pYxdvzz5RzKdXEoNesD,0.616,0.961,0.383,110.238,294133.0
Netsky,Moving With You,2010,Drums,Electronic / Dance,0nrPORzrKhqIGbsdzZSV7J,0.443,0.831,0.377,174.026,269720.0
Chase & Status,Spoken Word,2016,Drums,Electronic / Dance,24i11AUme3RhrBQhBVdpoh,0.548,0.951,0.383,140.09,203319.0
Metalheads,Sinister,1992,Drums,Electronic / Dance,,,,,,
Torchman,Alight in the Dark,1993,Drums,Electronic / Dance,,,,,,
Bay B Kane,Quarter to Doom,1992,Drums,Electronic / Dance,7LhOd26URsC7h30XUUPR7u,0.664,0.752,0.415,156.886,365626.0
Danny Byrd,Red Mist VIP,2009,Drums,Electronic / Dance,67fsmXL8FEAJk5iJDzDnpp,0.545,0.952,0.527,178.007,363413.0
Venetian Snares,Welfare Wednesday,2010,Drums,Electronic / Dance,5MRQZbZLRzh7WLX2Gti3Av,0.553,0.951,0.247,173.963,243347.0
DJ Weirdo and DJ SIM,Go Get Busy,1995,Drums,Electronic / Dance,388iwiUS3gKZfVmtCTKfW4,0.856,0.923,0.547,89.909,323477.0
Machine Girl,Krystle (URL Cyber Palace Mix),2014,Drums,Electronic / Dance,,,,,,
Borai,The Seeker,2015,Drums,Electronic / Dance,,,,,,
